names,supertypes,subtypes,set,rarity,cmc,color,modern legality,standard legality,commander legality,reprint,artist,price
Jokulhaups,Sorcery,None,Fifth Edition,Rare,6,Red,False,False,True,True,b'Mike Kerr',3.42
Keldon Warlord,Creature,Human Barbarian,Fifth Edition,Uncommon,4,Red,False,False,True,True,b'Kev Brockschmidt',0.2
Mana Clash,Sorcery,None,Fifth Edition,Rare,1,Red,True,False,True,True,b'Mark Tedin',0.3
Mana Flare,Enchantment,None,Fifth Edition,Rare,3,Red,False,False,True,True,b'Christopher Rush',4.49
Manabarbs,Enchantment,None,Fifth Edition,Rare,4,Red,True,False,True,True,b'Greg Simanson',0.39
Mons's Goblin Raiders,Creature,Goblin,Fifth Edition,Common,1,Red,False,False,True,True,b'Pete Venters',0.11
Mountain Goat,Creature,Goat,Fifth Edition,Common,1,Red,False,False,True,True,b'Cornelius Brudi',0.12
Orcish Artillery,Creature,Orc Warrior,Fifth Edition,Uncommon,3,Red,True,False,True,True,b'Dan Frazier',0.19
Orcish Captain,Creature,Orc Warrior,Fifth Edition,Uncommon,1,Red,False,False,True,True,b'Charles Gillespie',0.14
Orcish Conscripts,Creature,Orc,Fifth Edition,Common,1,Red,False,False,True,True,b'Douglas Shuler',0.05
Orcish Farmer,Creature,Orc,Fifth Edition,Common,3,Red,False,False,True,True,b'Dan Frazier',0.1
Orcish Oriflamme,Enchantment,None,Fifth Edition,Uncommon,4,Red,False,False,True,True,b'Dan Frazier',0.17
Orcish Squatters,Creature,Orc,Fifth Edition,Rare,5,Red,False,False,True,True,b'Richard Kane Ferguson',0.29
Orgg,Creature,Orgg,Fifth Edition,Rare,5,Red,True,False,True,True,b'Daniel Gelon',0.22
Panic,Instant,None,Fifth Edition,Common,1,Red,False,False,True,True,b'Greg Simanson',0.28
Primordial Ooze,Creature,Ooze,Fifth Edition,Uncommon,1,Red,False,False,True,True,b'Randy Gallegos',0.13
Pyroblast,Instant,None,Fifth Edition,Uncommon,1,Red,False,False,True,True,b'Kaja Foglio',2.39
Pyrotechnics,Sorcery,None,Fifth Edition,Uncommon,5,Red,True,False,True,True,b'Anson Maddocks',0.19
Sabretooth Tiger,Creature,Cat,Fifth Edition,Common,3,Red,True,False,True,True,b'Melissa A. Benson',0.09
Shatter,Instant,None,Fifth Edition,Common,2,Red,True,False,True,True,b'Hannibal King',0.1
Shatterstorm,Sorcery,None,Fifth Edition,Uncommon,4,Red,True,False,True,True,b'James Allen',0.39
Shivan Dragon,Creature,Dragon,Fifth Edition,Rare,6,Red,True,True,True,True,b'Melissa A. Benson',0.99
Smoke,Enchantment,None,Fifth Edition,Rare,2,Red,False,False,True,True,b'Tom Kyffin',2.73
Stone Giant,Creature,Giant,Fifth Edition,Uncommon,4,Red,True,False,True,True,b'James Allen',0.09
Stone Rain,Sorcery,None,Fifth Edition,Common,3,Red,True,False,True,True,b'Tony Roberts',0.14
Stone Spirit,Creature,Elemental Spirit,Fifth Edition,Uncommon,5,Red,False,False,True,True,b'James Allen',0.15
The Brute,Enchantment,Aura,Fifth Edition,Common,2,Red,False,False,True,True,b'Douglas Shuler',0.13
Wall of Fire,Creature,Wall,Fifth Edition,Uncommon,3,Red,True,False,True,True,b'Tony Roberts',0.13
Wall of Stone,Creature,Wall,Fifth Edition,Uncommon,3,Red,True,False,True,True,b'Thomas Gianni',0.19
Winds of Change,Sorcery,None,Fifth Edition,Rare,1,Red,False,False,True,True,b'Blackie del Rio',10.01
Word of Blasting,Instant,None,Fifth Edition,Uncommon,2,Red,False,False,True,True,"b'Ken Meyer, Jr.'",0.11
An-Havva Constable,Creature,Human,Fifth Edition,Rare,3,Green,False,False,True,True,b'Dan Frazier',0.26
Aspect of Wolf,Enchantment,Aura,Fifth Edition,Rare,2,Green,False,False,True,True,b'Janine Johnston',0.33
Aurochs,Creature,Aurochs,Fifth Edition,Common,4,Green,False,False,True,True,b'Steve White',0.1
Birds of Paradise,Creature,Bird,Fifth Edition,Rare,1,Green,True,False,True,True,b'Mark Poole',7.26
Carapace,Enchantment,Aura,Fifth Edition,Common,1,Green,False,False,True,True,b'Anson Maddocks',0.23
Cat Warriors,Creature,Cat Warrior,Fifth Edition,Common,3,Green,False,False,True,True,b'Melissa A. Benson',0.11
Chub Toad,Creature,Frog,Fifth Edition,Common,3,Green,False,False,True,True,b'Daniel Gelon',0.12
Cockatrice,Creature,Cockatrice,Fifth Edition,Rare,5,Green,True,False,True,True,b'Dan Frazier',0.22
Craw Giant,Creature,Giant,Fifth Edition,Uncommon,7,Green,True,False,True,True,b'Scott Kirschner',0.1
Craw Wurm,Creature,Wurm,Fifth Edition,Common,6,Green,True,False,True,True,b'Daniel Gelon',0.12
Crumble,Instant,None,Fifth Edition,Uncommon,1,Green,False,False,True,True,b'Jesper Myrfors',0.1
Desert Twister,Sorcery,None,Fifth Edition,Uncommon,6,Green,False,False,True,True,b'Susan Van Camp',0.19
Durkwood Boars,Creature,Boar,Fifth Edition,Common,5,Green,False,False,True,True,b'Mike Kimble',0.18
Elder Druid,Creature,Elf Cleric Druid,Fifth Edition,Rare,4,Green,False,False,True,True,b'Richard Kane Ferguson',0.29
Elven Riders,Creature,Elf,Fifth Edition,Uncommon,5,Green,True,False,True,True,b'Dan Frazier',0.21
Elvish Archers,Creature,Elf Archer,Fifth Edition,Rare,2,Green,False,False,True,True,b'Anson Maddocks',0.37
Fog,Instant,None,Fifth Edition,Common,1,Green,True,False,True,True,b'John Avon',0.14
Force of Nature,Creature,Elemental,Fifth Edition,Rare,6,Green,True,False,True,True,b'Pete Venters',0.27
Foxfire,Instant,None,Fifth Edition,Common,3,Green,False,False,True,True,b'Margaret Organ-Kean',0.34
Fungusaur,Creature,Fungus Dinosaur,Fifth Edition,Rare,4,Green,True,False,True,True,b'Scott M. Fischer',0.23
Fyndhorn Elder,Creature,Elf Druid,Fifth Edition,Uncommon,3,Green,True,False,True,True,b'Donato Giancola',0.2
Ghazbán Ogre,Creature,Ogre,Fifth Edition,Common,1,Green,False,False,True,True,b'Mike Raabe',0.06
Giant Growth,Instant,None,Fifth Edition,Common,1,Green,True,True,True,True,b'DiTerlizzi',0.1
Giant Spider,Creature,Spider,Fifth Edition,Common,4,Green,True,False,True,True,b'Brian Sn\xc3\xb5ddy',0.12
Grizzly Bears,Creature,Bear,Fifth Edition,Common,2,Green,True,False,True,True,b'Una Fricker',0.12
Hungry Mist,Creature,Elemental,Fifth Edition,Common,4,Green,False,False,True,True,b'Heather Hudson',0.1
Hurricane,Sorcery,None,Fifth Edition,Uncommon,2,Green,True,False,True,True,b'Cornelius Brudi',0.25
Instill Energy,Enchantment,Aura,Fifth Edition,Uncommon,1,Green,False,False,True,True,b'Ron Spencer',0.64
Ironroot Treefolk,Creature,Treefolk,Fifth Edition,Common,5,Green,False,False,True,True,b'Jerry Tiritilli',0.09
Johtull Wurm,Creature,Wurm,Fifth Edition,Uncommon,6,Green,False,False,True,True,b'Ian Miller',0.2
Killer Bees,Creature,Insect,Fifth Edition,Uncommon,3,Green,False,False,True,True,b'Phil Foglio',0.22
Ley Druid,Creature,Human Druid,Fifth Edition,Common,3,Green,True,False,True,True,b'Sandra Everingham',0.11
Lhurgoyf,Creature,Lhurgoyf,Fifth Edition,Rare,4,Green,True,False,True,True,b'Pete Venters',0.3
Lifeforce,Enchantment,None,Fifth Edition,Uncommon,2,Green,False,False,True,True,b'Ron Spencer',0.24
Living Artifact,Enchantment,Aura,Fifth Edition,Rare,1,Green,False,False,True,True,b'Anson Maddocks',0.26
Living Lands,Enchantment,None,Fifth Edition,Rare,4,Green,False,False,True,True,b'John Matson',0.19
Llanowar Elves,Creature,Elf Druid,Fifth Edition,Common,1,Green,True,False,True,True,b'Anson Maddocks',0.2
Lure,Enchantment,Aura,Fifth Edition,Uncommon,3,Green,True,False,True,True,b'Anson Maddocks',0.22
Marsh Viper,Creature,Snake,Fifth Edition,Common,4,Green,False,False,True,True,b'Ron Spencer',0.16
Nature's Lore,Sorcery,None,Fifth Edition,Common,2,Green,False,False,True,True,b'Alan Rabinowitz',2.3
Pradesh Gypsies,Creature,Human Nomad,Fifth Edition,Common,3,Green,False,False,True,True,b'Quinton Hoover',0.11
Primal Order,Enchantment,None,Fifth Edition,Rare,4,Green,False,False,True,True,b'David A. Cherry',0.49
Rabid Wombat,Creature,Wombat,Fifth Edition,Uncommon,4,Green,False,False,True,True,b'Kaja Foglio',0.27
Radjan Spirit,Creature,Spirit,Fifth Edition,Uncommon,4,Green,False,False,True,True,b'Christopher Rush',0.14
Regeneration,Enchantment,Aura,Fifth Edition,Common,2,Green,True,False,True,True,b'Quinton Hoover',0.34
Scaled Wurm,Creature,Wurm,Fifth Edition,Common,8,Green,True,False,True,True,b'Daniel Gelon',0.11
Scavenger Folk,Creature,Human,Fifth Edition,Common,1,Green,False,False,True,True,b'Jeff Miracola',0.14
Scryb Sprites,Creature,Faerie,Fifth Edition,Common,1,Green,False,False,True,True,b'Amy Weber',0.11
Shanodin Dryads,Creature,Nymph Dryad,Fifth Edition,Common,1,Green,False,False,True,True,b'Gary Leach',0.1
Shrink,Instant,None,Fifth Edition,Common,1,Green,False,False,True,True,b'Liz Danforth',0.13
Stampede,Instant,None,Fifth Edition,Rare,3,Green,False,False,True,True,b'Jeff A. Menges',0.26
Stream of Life,Sorcery,None,Fifth Edition,Common,2,Green,True,False,True,True,b'Terese Nielsen',0.13
Sylvan Library,Enchantment,None,Fifth Edition,Rare,2,Green,False,False,True,True,b'Harold McNeill',36.02
Tarpan,Creature,Horse,Fifth Edition,Common,1,Green,False,False,True,True,b'Margaret Organ-Kean',0.14
Thicket Basilisk,Creature,Basilisk,Fifth Edition,Uncommon,5,Green,False,False,True,True,b'Dan Frazier',0.19
Titania's Song,Enchantment,None,Fifth Edition,Rare,4,Green,False,False,True,True,b'D. Alexander Gregory',0.34
Tranquility,Sorcery,None,Fifth Edition,Common,3,Green,False,False,True,True,b'Douglas Shuler',0.09
Tsunami,Sorcery,None,Fifth Edition,Uncommon,4,Green,False,False,True,True,b'Richard Thomas',0.22
Untamed Wilds,Sorcery,None,Fifth Edition,Uncommon,3,Green,False,False,True,True,b'N\xc3\xa9N\xc3\xa9 Thomas',0.1
Venom,Enchantment,Aura,Fifth Edition,Common,3,Green,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.13
Verduran Enchantress,Creature,Human Druid,Fifth Edition,Rare,3,Green,True,False,True,True,b'Kev Brockschmidt',1.9
Wall of Brambles,Creature,Plant Wall,Fifth Edition,Uncommon,3,Green,False,False,True,True,b'Tony Roberts',0.24
Wanderlust,Enchantment,Aura,Fifth Edition,Uncommon,3,Green,False,False,True,True,b'Rebecca Guay',0.21
War Mammoth,Creature,Elephant,Fifth Edition,Common,4,Green,False,False,True,True,b'Jeff A. Menges',0.14
Whirling Dervish,Creature,Human Monk,Fifth Edition,Uncommon,2,Green,True,False,True,True,b'Susan Van Camp',0.14
Wild Growth,Enchantment,Aura,Fifth Edition,Common,1,Green,False,False,True,True,b'Pat Morrissey',0.24
Winter Blast,Sorcery,None,Fifth Edition,Uncommon,2,Green,False,False,True,True,b'Kaja Foglio',0.2
Wolverine Pack,Creature,Wolverine,Fifth Edition,Uncommon,4,Green,False,False,True,True,b'Steve White',0.2
Wyluli Wolf,Creature,Wolf,Fifth Edition,Rare,2,Green,False,False,True,True,b'Susan Van Camp',0.38
Aladdin's Ring,Artifact,None,Fifth Edition,Rare,8,Colorless,True,False,True,True,b'Stuart Griffin',0.23
Amulet of Kroog,Artifact,None,Fifth Edition,Common,2,Colorless,False,False,True,True,b'Margaret Organ-Kean',0.14
Ankh of Mishra,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Ian Miller',3.25
Ashnod's Altar,Artifact,None,Fifth Edition,Uncommon,3,Colorless,False,False,True,True,b'Anson Maddocks',5.45
Ashnod's Transmogrant,Artifact,None,Fifth Edition,Common,1,Colorless,False,False,True,True,b'Mark Tedin',0.12
Barbed Sextant,Artifact,None,Fifth Edition,Common,1,Colorless,False,False,True,True,b'Amy Weber',0.15
Barl's Cage,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.3
Battering Ram,Artifact Creature,Construct,Fifth Edition,Common,2,Colorless,False,False,True,True,b'Jeff A. Menges',0.07
Bottle of Suleiman,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'DiTerlizzi',0.26
Clay Statue,Artifact Creature,Golem,Fifth Edition,Common,4,Colorless,False,False,True,True,b'Adam Rex',0.1
Clockwork Beast,Artifact Creature,Beast,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Drew Tucker',0.26
Clockwork Steed,Artifact Creature,Horse,Fifth Edition,Uncommon,4,Colorless,False,False,True,True,b'Terese Nielsen',0.1
Colossus of Sardia,Artifact Creature,Golem,Fifth Edition,Rare,9,Colorless,True,False,True,True,b'Hannibal King',0.37
Coral Helm,Artifact,None,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Steve Luke',0.24
Crown of the Ages,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Roger Raupp',0.24
Crystal Rod,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.24
Dancing Scimitar,Artifact Creature,Spirit,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Anson Maddocks',0.15
Diabolic Machine,Artifact Creature,Construct,Fifth Edition,Uncommon,7,Colorless,False,False,True,True,b'James Allen',0.34
Dingus Egg,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Randy Gallegos',0.29
Disrupting Scepter,Artifact,None,Fifth Edition,Rare,3,Colorless,True,False,True,True,b'Stuart Griffin',0.25
Dragon Engine,Artifact Creature,Construct,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Anson Maddocks',0.23
Elkin Bottle,Artifact,None,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Quinton Hoover',0.24
Feldon's Cane,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Mark Tedin',0.36
Fellwar Stone,Artifact,None,Fifth Edition,Uncommon,2,Colorless,True,False,True,True,b'Quinton Hoover',2.94
Feroz's Ban,Artifact,None,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Heather Hudson',0.25
Flying Carpet,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Mark Tedin',0.22
Fountain of Youth,Artifact,None,Fifth Edition,Uncommon,0,Colorless,True,False,True,True,b'Daniel Gelon',0.2
Gauntlets of Chaos,Artifact,None,Fifth Edition,Rare,5,Colorless,False,False,True,True,b'Alan Rabinowitz',0.23
Glasses of Urza,Artifact,None,Fifth Edition,Uncommon,1,Colorless,False,False,True,True,b'Douglas Shuler',0.18
Grapeshot Catapult,Artifact Creature,Construct,Fifth Edition,Common,4,Colorless,False,False,True,True,b'Dan Frazier',0.22
Helm of Chatzuk,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Mark Tedin',0.27
Howling Mine,Artifact,None,Fifth Edition,Rare,2,Colorless,True,False,True,True,b'Mark Poole',4.68
Infinite Hourglass,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Adam Rex',0.25
Iron Star,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.21
Ivory Cup,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.23
Jade Monolith,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Richard Kane Ferguson',0.23
Jalum Tome,Artifact,None,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.26
Jandor's Saddlebags,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Roger Raupp',0.3
Jayemdae Tome,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Mark Tedin',0.26
Jester's Cap,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Dan Frazier',2.96
Joven's Tools,Artifact,None,Fifth Edition,Uncommon,6,Colorless,False,False,True,True,b'Zina Saunders',0.26
Library of Leng,Artifact,None,Fifth Edition,Uncommon,1,Colorless,False,False,True,True,b'Daniel Gelon',1.64
Mana Vault,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Mark Tedin',29.36
Meekstone,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Quinton Hoover',4.65
Millstone,Artifact,None,Fifth Edition,Rare,2,Colorless,True,False,True,True,b'Kaja Foglio',0.29
Nevinyrral's Disk,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Mark Tedin',3.51
Obelisk of Undoing,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.25
Ornithopter,Artifact Creature,Thopter,Fifth Edition,Uncommon,0,Colorless,True,False,True,True,b'Amy Weber',0.29
Pentagram of the Ages,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Douglas Shuler',0.27
Primal Clay,Artifact Creature,Shapeshifter,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Adam Rex',0.28
Rod of Ruin,Artifact,None,Fifth Edition,Uncommon,4,Colorless,True,False,True,True,b'Christopher Rush',0.18
Serpent Generator,Artifact,None,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Mark Tedin',0.44
Shapeshifter,Artifact Creature,Shapeshifter,Fifth Edition,Uncommon,6,Colorless,False,False,True,True,b'Adrian Smith',0.13
Skull Catapult,Artifact,None,Fifth Edition,Uncommon,4,Colorless,False,False,True,True,b'Ian Miller',0.17
Soul Net,Artifact,None,Fifth Edition,Uncommon,1,Colorless,False,False,True,True,b'Andrew Robinson',0.12
Tawnos's Weaponry,Artifact,None,Fifth Edition,Uncommon,2,Colorless,False,False,True,True,b'John Coulthart',0.12
The Hive,Artifact,None,Fifth Edition,Rare,5,Colorless,True,False,True,True,b'Sandra Everingham',0.25
Throne of Bone,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.2
Time Bomb,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'George Pratt',0.34
Urza's Avenger,Artifact Creature,Shapeshifter,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Amy Weber',0.37
Urza's Bauble,Artifact,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Christopher Rush',1.23
Wall of Spears,Artifact Creature,Wall,Fifth Edition,Common,3,Colorless,True,False,True,True,b'Zak Plucinski',0.09
Winter Orb,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Mark Tedin',8.29
Wooden Sphere,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.17
Adarkar Wastes,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Gary Leach',5.25
Bottomless Vault,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',1.33
Brushland,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Tom W\xc3\xa4nerstrand',4.11
City of Brass,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Tom W\xc3\xa4nerstrand',10.2
Dwarven Hold,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.75
Dwarven Ruins,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.18
Ebon Stronghold,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.26
Havenwood Battleground,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.23
Hollow Trees,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.89
Icatian Store,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.63
Ice Floe,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'John Avon',0.26
Karplusan Forest,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Randy Gallegos',3.11
Ruins of Trokair,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.13
Sand Silos,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.72
Sulfurous Springs,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Jeff Miracola',5.85
Svyelunite Temple,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.13
Underground River,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Jeff Miracola',4.08
Urza's Mine,Land,Urza’s Mine,Fifth Edition,Common,0,Colorless,True,False,True,True,b'Anson Maddocks',2.0
Urza's Power Plant,Land,Urza’s Power-Plant,Fifth Edition,Common,0,Colorless,True,False,True,True,b'Mark Tedin',2.39
Urza's Tower,Land,Urza’s Tower,Fifth Edition,Common,0,Colorless,True,False,True,True,b'Mark Poole',2.42
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.37
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.19
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.35
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.26
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.31
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.21
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.24
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.22
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.24
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.24
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.28
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.35
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.51
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.38
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.34
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.36
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.15
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.21
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.34
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.5
