names,supertypes,subtypes,set,rarity,cmc,color,modern legality,standard legality,commander legality,reprint,artist,price
Coral Helm,Artifact,None,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Steve Luke',0.24
Crown of the Ages,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Roger Raupp',0.24
Crystal Rod,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.24
Dancing Scimitar,Artifact Creature,Spirit,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Anson Maddocks',0.15
Diabolic Machine,Artifact Creature,Construct,Fifth Edition,Uncommon,7,Colorless,False,False,True,True,b'James Allen',0.34
Dingus Egg,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Randy Gallegos',0.29
Disrupting Scepter,Artifact,None,Fifth Edition,Rare,3,Colorless,True,False,True,True,b'Stuart Griffin',0.25
Dragon Engine,Artifact Creature,Construct,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Anson Maddocks',0.23
Elkin Bottle,Artifact,None,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Quinton Hoover',0.24
Feldon's Cane,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Mark Tedin',0.36
Fellwar Stone,Artifact,None,Fifth Edition,Uncommon,2,Colorless,True,False,True,True,b'Quinton Hoover',2.94
Feroz's Ban,Artifact,None,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Heather Hudson',0.25
Flying Carpet,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Mark Tedin',0.22
Fountain of Youth,Artifact,None,Fifth Edition,Uncommon,0,Colorless,True,False,True,True,b'Daniel Gelon',0.2
Gauntlets of Chaos,Artifact,None,Fifth Edition,Rare,5,Colorless,False,False,True,True,b'Alan Rabinowitz',0.23
Glasses of Urza,Artifact,None,Fifth Edition,Uncommon,1,Colorless,False,False,True,True,b'Douglas Shuler',0.18
Grapeshot Catapult,Artifact Creature,Construct,Fifth Edition,Common,4,Colorless,False,False,True,True,b'Dan Frazier',0.22
Helm of Chatzuk,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Mark Tedin',0.27
Howling Mine,Artifact,None,Fifth Edition,Rare,2,Colorless,True,False,True,True,b'Mark Poole',4.68
Infinite Hourglass,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Adam Rex',0.25
Iron Star,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.21
Ivory Cup,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.23
Jade Monolith,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Richard Kane Ferguson',0.23
Jalum Tome,Artifact,None,Fifth Edition,Rare,3,Colorless,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.26
Jandor's Saddlebags,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Roger Raupp',0.3
Jayemdae Tome,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Mark Tedin',0.26
Jester's Cap,Artifact,None,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Dan Frazier',2.96
Joven's Tools,Artifact,None,Fifth Edition,Uncommon,6,Colorless,False,False,True,True,b'Zina Saunders',0.26
Library of Leng,Artifact,None,Fifth Edition,Uncommon,1,Colorless,False,False,True,True,b'Daniel Gelon',1.64
Mana Vault,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Mark Tedin',29.36
Meekstone,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Quinton Hoover',4.65
Millstone,Artifact,None,Fifth Edition,Rare,2,Colorless,True,False,True,True,b'Kaja Foglio',0.29
Nevinyrral's Disk,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Mark Tedin',3.51
Obelisk of Undoing,Artifact,None,Fifth Edition,Rare,1,Colorless,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.25
Ornithopter,Artifact Creature,Thopter,Fifth Edition,Uncommon,0,Colorless,True,False,True,True,b'Amy Weber',0.29
Pentagram of the Ages,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'Douglas Shuler',0.27
Primal Clay,Artifact Creature,Shapeshifter,Fifth Edition,Rare,4,Colorless,True,False,True,True,b'Adam Rex',0.28
Rod of Ruin,Artifact,None,Fifth Edition,Uncommon,4,Colorless,True,False,True,True,b'Christopher Rush',0.18
Serpent Generator,Artifact,None,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Mark Tedin',0.44
Shapeshifter,Artifact Creature,Shapeshifter,Fifth Edition,Uncommon,6,Colorless,False,False,True,True,b'Adrian Smith',0.13
Skull Catapult,Artifact,None,Fifth Edition,Uncommon,4,Colorless,False,False,True,True,b'Ian Miller',0.17
Soul Net,Artifact,None,Fifth Edition,Uncommon,1,Colorless,False,False,True,True,b'Andrew Robinson',0.12
Tawnos's Weaponry,Artifact,None,Fifth Edition,Uncommon,2,Colorless,False,False,True,True,b'John Coulthart',0.12
The Hive,Artifact,None,Fifth Edition,Rare,5,Colorless,True,False,True,True,b'Sandra Everingham',0.25
Throne of Bone,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.2
Time Bomb,Artifact,None,Fifth Edition,Rare,4,Colorless,False,False,True,True,b'George Pratt',0.34
Urza's Avenger,Artifact Creature,Shapeshifter,Fifth Edition,Rare,6,Colorless,False,False,True,True,b'Amy Weber',0.37
Urza's Bauble,Artifact,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Christopher Rush',1.23
Wall of Spears,Artifact Creature,Wall,Fifth Edition,Common,3,Colorless,True,False,True,True,b'Zak Plucinski',0.09
Winter Orb,Artifact,None,Fifth Edition,Rare,2,Colorless,False,False,True,True,b'Mark Tedin',8.29
Wooden Sphere,Artifact,None,Fifth Edition,Uncommon,1,Colorless,True,False,True,True,b'Donato Giancola',0.17
Adarkar Wastes,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Gary Leach',5.25
Bottomless Vault,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',1.33
Brushland,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Tom W\xc3\xa4nerstrand',4.11
City of Brass,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Tom W\xc3\xa4nerstrand',10.2
Dwarven Hold,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.75
Dwarven Ruins,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.18
Ebon Stronghold,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.26
Havenwood Battleground,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.23
Hollow Trees,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.89
Icatian Store,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.63
Ice Floe,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'John Avon',0.26
Karplusan Forest,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Randy Gallegos',3.11
Ruins of Trokair,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.13
Sand Silos,Land,None,Fifth Edition,Rare,0,Colorless,False,False,True,True,b'David Seeley',0.72
Sulfurous Springs,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Jeff Miracola',5.85
Svyelunite Temple,Land,None,Fifth Edition,Uncommon,0,Colorless,False,False,True,True,b'Liz Danforth',0.13
Underground River,Land,None,Fifth Edition,Rare,0,Colorless,True,False,True,True,b'Jeff Miracola',4.08
Urza's Mine,Land,Urza’s Mine,Fifth Edition,Common,0,Colorless,True,False,True,True,b'Anson Maddocks',2.0
Urza's Power Plant,Land,Urza’s Power-Plant,Fifth Edition,Common,0,Colorless,True,False,True,True,b'Mark Tedin',2.39
Urza's Tower,Land,Urza’s Tower,Fifth Edition,Common,0,Colorless,True,False,True,True,b'Mark Poole',2.42
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.37
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.19
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.35
Plains,Basic Land,Plains,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Pat Morrissey',0.26
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.31
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.21
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.24
Island,Basic Land,Island,Fifth Edition,Common,0,Colorless,True,True,True,True,b'J. W. Frost',0.22
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.24
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.24
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.28
Swamp,Basic Land,Swamp,Fifth Edition,Common,0,Colorless,True,True,True,True,b'Andrew Robinson',0.35
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.51
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.38
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.34
Mountain,Basic Land,Mountain,Fifth Edition,Common,0,Colorless,True,True,True,True,b'John Avon',0.36
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.15
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.21
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.34
Forest,Basic Land,Forest,Fifth Edition,Common,0,Colorless,True,True,True,True,"b""David O'Connor""",0.5
Poción de alabastro,Instant,None,Fourth Edition Foreign Black Border,Common,3,White,False,False,True,True,b'Harold McNeill',0.5
Kitkin Amrou,Creature,Kithkin,Fourth Edition Foreign Black Border,Common,2,White,False,False,True,True,b'Quinton Hoover',0.5
Turba,Creature,Human,Fourth Edition Foreign Black Border,Uncommon,4,White,False,False,True,True,b'Drew Tucker',0.5
Animar muro,Enchantment,Aura,Fourth Edition Foreign Black Border,Rare,1,White,False,False,True,True,b'Dan Frazier',0.5
Armagedón,Sorcery,None,Fourth Edition Foreign Black Border,Rare,4,White,False,False,True,True,b'Jesper Myrfors',0.5
Equilibrio,Sorcery,None,Fourth Edition Foreign Black Border,Rare,2,White,False,False,False,True,b'Mark Poole',0.5
Héroe benalita,Creature,Human Soldier,Fourth Edition Foreign Black Border,Common,1,White,False,False,True,True,b'Douglas Shuler',0.5
Guarda de negro,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'Dan Frazier',0.5
Bendición,Enchantment,Aura,Fourth Edition Foreign Black Border,Rare,2,White,True,False,True,True,b'Julie Baroh',0.5
Guarda de azul,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'Dan Frazier',0.5
Lavado de cerebro,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,White,False,False,True,True,b'Pete Venters',0.5
Castillo,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,4,White,False,False,True,True,b'Dameon Willich',0.5
Circulo de protección: Artefactos,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,2,White,True,False,True,True,b'Pete Venters',0.5
Circulo de protección: Negro,Enchantment,None,Fourth Edition Foreign Black Border,Common,2,White,True,False,True,True,b'Jesper Myrfors',0.5
Circulo de protección: Azul,Enchantment,None,Fourth Edition Foreign Black Border,Common,2,White,True,False,True,True,b'Dameon Willich',0.5
Circulo de protección: Verde,Enchantment,None,Fourth Edition Foreign Black Border,Common,2,White,True,False,True,True,b'Sandra Everingham',0.5
Circulo de protección: Rojo,Enchantment,None,Fourth Edition Foreign Black Border,Common,2,White,True,False,True,True,b'Mark Tedin',0.5
Circulo de protección: Blanco,Enchantment,None,Fourth Edition Foreign Black Border,Common,2,White,True,False,True,True,b'Douglas Shuler',0.5
Conversión,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,4,White,False,False,True,True,b'Jesper Myrfors',0.5
Cruzada,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,White,False,False,True,True,b'Mark Poole',0.5
Guarda contra la muerte,Instant,None,Fourth Edition Foreign Black Border,Common,1,White,False,False,True,True,b'Mark Poole',0.5
Desencantar,Instant,None,Fourth Edition Foreign Black Border,Common,2,White,True,True,True,True,b'Amy Weber',0.5
Transformación divina,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,4,White,False,False,True,True,b'N\xc3\xa9N\xc3\xa9 Thomas',0.5
Sierpe de tierra,Creature,Dragon Wurm,Fourth Edition Foreign Black Border,Rare,7,White,False,False,True,True,b'Quinton Hoover',0.5
Ojo por ojo,Instant,None,Fourth Edition Foreign Black Border,Rare,2,White,False,False,True,True,b'Mark Poole',0.5
Area fortifcada,Enchantment,None,Fourth Edition Foreign Black Border,Common,3,White,False,False,True,True,b'Randy Asplund-Faith',0.5
Guarda de verde,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'Dan Frazier',0.5
Bálsamo de curación,Instant,None,Fourth Edition Foreign Black Border,Common,1,White,True,False,True,True,b'Dan Frazier',0.5
Armadura sagrada,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,White,False,False,True,True,b'Melissa A. Benson',0.5
Fuerza sagrada,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,White,True,False,True,True,b'Anson Maddocks',0.5
Isla santuario,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,White,False,False,True,True,b'Mark Poole',0.5
Karma,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,4,White,True,False,True,True,b'Richard Thomas',0.5
Sino,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,4,White,False,False,True,True,b'Kaja Foglio',0.5
Impuesto sobre las tierras,Enchantment,None,Fourth Edition Foreign Black Border,Rare,1,White,False,False,True,True,b'Brian Sn\xc3\xb5ddy',0.5
Pegaso de la meseta,Creature,Pegasus,Fourth Edition Foreign Black Border,Common,2,White,False,False,True,True,b'Melissa A. Benson',0.5
Moral,Instant,None,Fourth Edition Foreign Black Border,Common,3,White,False,False,True,True,b'Mark Poole',0.5
Paladín del norte,Creature,Human Knight,Fourth Edition Foreign Black Border,Rare,4,White,False,False,True,True,b'Douglas Shuler',0.5
Buitres de Osai,Creature,Bird,Fourth Edition Foreign Black Border,Uncommon,2,White,False,False,True,True,b'Dan Frazier',0.5
Unicornio perlado,Creature,Unicorn,Fourth Edition Foreign Black Border,Common,3,White,False,False,True,True,b'Cornelius Brudi',0.5
Encarnación personal,Creature,Avatar Incarnation,Fourth Edition Foreign Black Border,Rare,6,White,False,False,True,True,b'Kev Brockschmidt',0.5
Piedad,Instant,None,Fourth Edition Foreign Black Border,Common,3,White,False,False,True,True,b'Mark Poole',0.5
Piqueros,Creature,Human Soldier,Fourth Edition Foreign Black Border,Common,2,White,False,False,True,True,b'Dennis Detwiller',0.5
Atadura de pureza,Instant,None,Fourth Edition Foreign Black Border,Rare,1,White,False,False,True,True,b'Sandra Everingham',0.5
Guarda de rojo,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'Dan Frazier',0.5
Inversión de daño,Instant,None,Fourth Edition Foreign Black Border,Rare,3,White,True,False,True,True,b'Dameon Willich',0.5
Rectitud,Instant,None,Fourth Edition Foreign Black Border,Rare,1,White,True,True,True,True,b'Douglas Shuler',0.5
Sanador Samita,Creature,Human Cleric,Fourth Edition Foreign Black Border,Common,2,White,True,False,True,True,b'Tom W\xc3\xa4nerstrand',0.5
Leones de la sabana,Creature,Cat,Fourth Edition Foreign Black Border,Rare,1,White,True,False,True,True,b'Daniel Gelon',0.5
Espíritu,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,4,White,False,False,True,True,b'Mark Poole',0.5
Ángel de Serra,Creature,Angel,Fourth Edition Foreign Black Border,Uncommon,5,White,True,False,True,True,b'Douglas Shuler',0.5
Vínculo espiritual,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,White,True,False,True,True,b'Kaja Foglio',0.5
Espadas en guadañas,Instant,None,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'Jeff A. Menges',0.5
Lobos de la tundra,Creature,Wolf,Fourth Edition Foreign Black Border,Common,1,White,True,False,True,True,b'Quinton Hoover',0.5
Visiones,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'N\xc3\xa9N\xc3\xa9 Thomas',0.5
Muro de espadas,Creature,Wall,Fourth Edition Foreign Black Border,Uncommon,4,White,True,False,True,True,b'Mark Tedin',0.5
Caballero blanco,Creature,Human Knight,Fourth Edition Foreign Black Border,Uncommon,2,White,True,False,True,True,b'Daniel Gelon',0.5
Guarda de blanco,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,White,False,False,True,True,b'Dan Frazier',0.5
Ira de Dios,Sorcery,None,Fourth Edition Foreign Black Border,Rare,4,White,True,False,True,True,b'Quinton Hoover',0.5
Elemental del aire,Creature,Elemental,Fourth Edition Foreign Black Border,Uncommon,5,Blue,True,True,True,True,b'Richard Thomas',0.5
Animar artefacto,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,4,Blue,False,False,True,True,b'Douglas Shuler',0.5
Aprendiz de brujo,Creature,Human Wizard,Fourth Edition Foreign Black Border,Common,3,Blue,False,False,True,True,b'Dan Frazier',0.5
Rechazo,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,Blue,False,False,True,True,b'Brian Sn\xc3\xb5ddy',0.5
Ráfaga elemental azul,Instant,None,Fourth Edition Foreign Black Border,Common,1,Blue,False,False,True,True,b'Richard Thomas',0.5
Magia de control,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,4,Blue,False,False,True,True,b'Dameon Willich',0.5
Contrahechizo,Instant,None,Fourth Edition Foreign Black Border,Uncommon,2,Blue,False,False,True,True,b'Mark Poole',0.5
Vinculo vital,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Anson Maddocks',0.5
Drenaje de poder,Sorcery,None,Fourth Edition Foreign Black Border,Rare,2,Blue,False,False,True,True,b'Douglas Shuler',0.5
Flujo energético,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,3,Blue,False,False,True,True,b'Kaja Foglio',0.5
Exatraer energia,Sorcery,None,Fourth Edition Foreign Black Border,Common,1,Blue,False,False,True,True,b'Daniel Gelon',0.5
Erosión,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,3,Blue,False,False,True,True,b'Pete Venters',0.5
Descarga astral,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,3,Blue,False,False,True,True,b'Quinton Hoover',0.5
Volar,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Blue,True,False,True,True,b'Anson Maddocks',0.5
Inundación,Enchantment,None,Fourth Edition Foreign Black Border,Common,1,Blue,False,False,True,True,b'Dennis Detwiller',0.5
Forma gaseosa,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,3,Blue,False,False,True,True,b'Phil Foglio',0.5
Barco fantasma,Creature,Spirit,Fourth Edition Foreign Black Border,Uncommon,4,Blue,True,False,True,True,b'Tom W\xc3\xa4nerstrand',0.5
Galápago gigante,Creature,Turtle,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Kaja Foglio',0.5
Retorno de Hurkyl,Instant,None,Fourth Edition Foreign Black Border,Rare,2,Blue,True,False,True,True,b'N\xc3\xa9N\xc3\xa9 Thomas',0.5
Pez isla Jasconius,Creature,Fish,Fourth Edition Foreign Black Border,Rare,7,Blue,False,False,True,True,b'Jesper Myrfors',0.5
Saltar,Instant,None,Fourth Edition Foreign Black Border,Common,1,Blue,True,False,True,True,b'Mark Poole',0.5
Leviatán,Creature,Leviathan,Fourth Edition Foreign Black Border,Rare,9,Blue,True,False,True,True,b'Mark Tedin',0.5
Derivación vital,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,2,Blue,False,False,True,True,b'Anson Maddocks',0.5
Señor de la Atlántida,Creature,Merfolk,Fourth Edition Foreign Black Border,Rare,2,Blue,True,False,True,True,b'Melissa A. Benson',0.5
Escamoteo mágico,Instant,None,Fourth Edition Foreign Black Border,Rare,1,Blue,False,False,True,True,b'Julie Baroh',0.5
Djinn Mahamoti,Creature,Djinn,Fourth Edition Foreign Black Border,Rare,6,Blue,True,False,True,True,b'Dan Frazier',0.5
Escasez de maná,Instant,None,Fourth Edition Foreign Black Border,Rare,3,Blue,False,False,True,True,b'Dameon Willich',0.5
Tritones del Tridente Perlado,Creature,Merfolk,Fourth Edition Foreign Black Border,Common,1,Blue,True,False,True,True,b'Jeff A. Menges',0.5
Bomba mental,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,1,Blue,False,False,True,True,b'Mark Tedin',0.5
Fuerzas fantasmales,Creature,Illusion,Fourth Edition Foreign Black Border,Uncommon,4,Blue,False,False,True,True,b'Mark Poole',0.5
Terreno fantasmal,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Dameon Willich',0.5
Monstruo fantasmal,Creature,Illusion,Fourth Edition Foreign Black Border,Uncommon,4,Blue,False,False,True,True,b'Jesper Myrfors',0.5
Barco pirata,Creature,Human Pirate,Fourth Edition Foreign Black Border,Rare,5,Blue,True,False,True,True,b'Tom W\xc3\xa4nerstrand',0.5
Pérdida de poder,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Drew Tucker',0.5
Sumidero del poder,Instant,None,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Richard Thomas',0.5
Hechicero pródigo,Creature,Human Wizard,Fourth Edition Foreign Black Border,Common,3,Blue,True,False,True,True,b'Douglas Shuler',0.5
Entidad psiónica,Creature,Illusion,Fourth Edition Foreign Black Border,Rare,5,Blue,False,False,True,True,b'Justin Hampton',0.5
Veneno psíquico,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Brian Sn\xc3\xb5ddy',0.5
Lazo arcáico,Enchantment,Aura,Fourth Edition Foreign Black Border,Rare,3,Blue,False,False,True,True,b'Christopher Rush',0.5
Serpiente de mar,Creature,Serpent,Fourth Edition Foreign Black Border,Common,6,Blue,False,False,True,True,b'Jeff A. Menges',0.5
Leviatán de Segovia,Creature,Leviathan,Fourth Edition Foreign Black Border,Uncommon,5,Blue,False,False,True,True,b'Melissa A. Benson',0.5
Sinnbad,Creature,Human,Fourth Edition Foreign Black Border,Uncommon,2,Blue,True,False,True,True,b'Julie Baroh',0.5
Canto de sirena,Instant,None,Fourth Edition Foreign Black Border,Uncommon,1,Blue,False,False,True,True,b'Anson Maddocks',0.5
Insidia mental,Instant,None,Fourth Edition Foreign Black Border,Rare,1,Blue,False,False,True,True,b'Mark Poole',0.5
Hechizo en ráfaga,Instant,None,Fourth Edition Foreign Black Border,Common,2,Blue,True,False,True,True,b'Brian Sn\xc3\xb5ddy',0.5
Estásis,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,Blue,False,False,True,True,b'Fay Jones',0.5
Robar artefacto,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,4,Blue,True,False,True,True,b'Amy Weber',0.5
Ciudad sumergida,Enchantment,None,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Jesper Myrfors',0.5
Atadura mental,Instant,None,Fourth Edition Foreign Black Border,Rare,1,Blue,False,False,True,True,b'Mark Poole',0.5
Elemental de tiempo,Creature,Elemental,Fourth Edition Foreign Black Border,Rare,3,Blue,False,False,True,True,b'Amy Weber',0.5
Girar,Instant,None,Fourth Edition Foreign Black Border,Common,1,Blue,True,False,True,True,b'Rob Alexander',0.5
Mutación inestable,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Blue,True,False,True,True,b'Douglas Shuler',0.5
Anular invocación,Instant,None,Fourth Edition Foreign Black Border,Common,1,Blue,True,True,True,True,b'Douglas Shuler',0.5
Erupción volcánica,Sorcery,None,Fourth Edition Foreign Black Border,Rare,4,Blue,False,False,True,True,b'Douglas Shuler',0.5
Muro de aire,Creature,Wall,Fourth Edition Foreign Black Border,Uncommon,3,Blue,True,False,True,True,b'Richard Thomas',0.5
Muro de agua,Creature,Wall,Fourth Edition Foreign Black Border,Uncommon,3,Blue,False,False,True,True,b'Richard Thomas',0.5
Elemental de agua,Creature,Elemental,Fourth Edition Foreign Black Border,Uncommon,5,Blue,False,False,True,True,b'Jeff A. Menges',0.5
Halcón del céfiro,Creature,Bird,Fourth Edition Foreign Black Border,Common,2,Blue,False,False,True,True,b'Heather Hudson',0.5
Abominación,Creature,Horror,Fourth Edition Foreign Black Border,Uncommon,5,Black,False,False,True,True,b'Mark Tedin',0.5
Animar a los muertos,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,2,Black,False,False,True,True,b'Anson Maddocks',0.5
Cenizas a las cenizas,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,3,Black,False,False,True,True,b'Drew Tucker',0.5
Luna maligna,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,Black,True,False,True,True,b'Jesper Myrfors',0.5
Caballero negro,Creature,Human Knight,Fourth Edition Foreign Black Border,Uncommon,2,Black,True,False,True,True,b'Jeff A. Menges',0.5
Tierra estéril,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,2,Black,False,False,True,True,b'Pete Venters',0.5
Diablillo del pantano,Creature,Imp,Fourth Edition Foreign Black Border,Common,2,Black,True,False,True,True,b'Ron Spencer',0.5
Aparición de la ciénaga,Creature,Wraith,Fourth Edition Foreign Black Border,Uncommon,4,Black,True,False,True,True,b'Jeff A. Menges',0.5
Hormigas carroñeras,Creature,Insect,Fourth Edition Foreign Black Border,Uncommon,4,Black,False,False,True,True,b'Richard Thomas',0.5
Horror cósmico,Creature,Horror,Fourth Edition Foreign Black Border,Rare,6,Black,False,False,True,True,b'Jesper Myrfors',0.5
Tierra maldita,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,4,Black,False,False,True,True,b'Jesper Myrfors',0.5
Momia ciclópea,Creature,Zombie,Fourth Edition Foreign Black Border,Common,2,Black,False,False,True,True,"b'Edward P. Beard, Jr.'",0.5
Ritual siniestro,Instant,None,Fourth Edition Foreign Black Border,Common,1,Black,False,False,True,True,b'Sandra Everingham',0.5
Tenaza mortal,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,2,Black,False,False,True,True,b'Anson Maddocks',0.5
Atadura mortal,Instant,None,Fourth Edition Foreign Black Border,Rare,1,Black,False,False,True,True,b'Sandra Everingham',0.5
Drenar vida,Sorcery,None,Fourth Edition Foreign Black Border,Common,3,Black,False,False,True,True,b'Douglas Shuler',0.5
